Date/Time,Temp_C,Dew Point Temp_C,Rel Hum_%,Wind Speed_km/h,Visibility_km,Press_kPa,Weather,City
6/5/2012 12:00,20.3,4.9,36,20,48.3,100.97,Mainly Clear,Bangalore
6/5/2012 13:00,21.3,3.8,32,15,48.3,100.93,Mainly Clear,Jaipur
6/5/2012 14:00,21.6,4.4,32,7,48.3,100.88,Mainly Clear,Bangalore
6/5/2012 15:00,21.9,4.4,32,11,48.3,100.83,Mainly Clear,Ahmedabad
6/5/2012 16:00,22.6,6.2,35,4,48.3,100.75,Mainly Clear,Pune
6/5/2012 17:00,22.2,5.4,34,15,48.3,100.74,Mostly Cloudy,Chennai
6/5/2012 18:00,20.9,6.8,40,11,48.3,100.76,Rain Showers,Pune
6/5/2012 19:00,17.0,10.3,65,22,24.1,100.89,Rain Showers,Kolkata
6/5/2012 20:00,15.6,11.6,77,9,24.1,100.88,Rain Showers,Pune
6/5/2012 21:00,16.3,9.9,66,6,25.0,100.9,Mostly Cloudy,Mumbai
6/5/2012 22:00,14.7,11.0,78,7,25.0,100.95,Mostly Cloudy,Pune
6/5/2012 23:00,16.4,9.3,63,15,25.0,100.97,Mostly Cloudy,Hyderabad
6/6/2012 0:00,14.7,7.9,64,9,25.0,100.97,Mostly Cloudy,Chennai
6/6/2012 1:00,13.8,7.2,64,9,25.0,100.97,Mostly Cloudy,Hyderabad
6/6/2012 2:00,12.6,6.6,67,11,25.0,100.99,Mostly Cloudy,Ahmedabad
6/6/2012 3:00,11.0,6.8,75,9,25.0,100.99,Mostly Cloudy,Pune
6/6/2012 4:00,11.2,6.9,75,6,24.1,101.03,Mostly Cloudy,Chennai
6/6/2012 5:00,12.0,7.2,72,9,48.3,101.05,Mostly Cloudy,Pune
6/6/2012 6:00,12.4,7.7,73,15,24.1,101.07,Mostly Cloudy,Delhi
6/6/2012 7:00,14.1,8.3,68,13,24.1,101.1,Mainly Clear,Ahmedabad
6/6/2012 8:00,15.3,9.6,69,7,24.1,101.14,Mainly Clear,Chennai
6/6/2012 9:00,16.1,9.6,65,9,24.1,101.13,Mainly Clear,Jaipur
6/6/2012 10:00,17.6,9.7,60,11,24.1,101.12,Mainly Clear,Chennai
6/6/2012 11:00,19.4,9.4,52,7,24.1,101.08,Mainly Clear,Lucknow
6/6/2012 12:00,19.8,9.7,52,9,24.1,101.05,Mainly Clear,Bangalore
6/6/2012 13:00,19.6,9.6,52,0,24.1,101.01,Mainly Clear,Lucknow
6/6/2012 14:00,20.6,9.8,50,4,48.3,100.94,Mostly Cloudy,Lucknow
6/6/2012 15:00,20.3,9.3,49,7,48.3,100.89,Mostly Cloudy,Jaipur
6/6/2012 16:00,21.3,8.2,43,13,48.3,100.9,Mostly Cloudy,Ahmedabad
6/6/2012 17:00,20.6,7.4,42,11,24.1,100.91,Mostly Cloudy,Chennai
6/6/2012 18:00,20.0,7.6,45,15,24.1,100.95,Mostly Cloudy,Lucknow
6/6/2012 19:00,18.9,7.8,48,15,24.1,101.0,Mostly Cloudy,Lucknow
6/6/2012 20:00,17.4,9.6,60,9,24.1,101.04,Rain Showers,Jaipur
6/6/2012 21:00,16.3,9.7,65,11,25.0,101.04,Mostly Cloudy,Jaipur
6/6/2012 22:00,17.4,9.3,59,9,25.0,101.04,Cloudy,Ahmedabad
6/6/2012 23:00,17.1,9.1,59,11,25.0,101.05,Rain Showers,Hyderabad
6/7/2012 0:00,14.9,9.0,68,9,25.0,101.06,Mainly Clear,Mumbai
6/7/2012 1:00,13.3,9.2,76,7,25.0,101.06,Mainly Clear,Hyderabad
6/7/2012 2:00,12.8,9.4,80,11,25.0,101.04,Clear,Ahmedabad
6/7/2012 3:00,12.3,8.9,80,17,25.0,101.02,Clear,Ahmedabad
6/7/2012 4:00,12.0,8.3,78,9,24.1,101.05,Mainly Clear,Lucknow
6/7/2012 5:00,11.3,8.1,81,11,48.3,101.11,Mainly Clear,Lucknow
6/7/2012 6:00,12.3,8.4,77,13,48.3,101.12,Mainly Clear,Pune
6/7/2012 7:00,13.9,8.4,69,4,24.1,101.13,Mainly Clear,Delhi
6/7/2012 8:00,15.9,9.2,64,11,24.1,101.12,Mainly Clear,Kolkata
6/7/2012 9:00,17.5,9.5,59,6,48.3,101.09,Mainly Clear,Mumbai
6/7/2012 10:00,19.4,9.6,53,6,48.3,101.05,Mainly Clear,Ahmedabad
6/7/2012 11:00,20.1,10.5,54,7,48.3,101.02,Mainly Clear,Chennai
6/7/2012 12:00,20.8,10.1,50,13,48.3,100.98,Mainly Clear,Jaipur
6/7/2012 13:00,21.6,10.9,51,11,48.3,100.92,Mainly Clear,Hyderabad
6/7/2012 14:00,22.7,9.4,43,11,48.3,100.86,Mainly Clear,Kolkata
6/7/2012 15:00,22.3,9.3,43,13,48.3,100.8,Mainly Clear,Lucknow
6/7/2012 16:00,22.8,9.2,42,15,48.3,100.74,Mainly Clear,Hyderabad
6/7/2012 17:00,22.6,8.9,42,11,48.3,100.69,Mostly Cloudy,Kolkata
6/7/2012 18:00,22.0,7.9,40,9,48.3,100.67,Mostly Cloudy,Delhi
6/7/2012 19:00,22.2,9.0,43,11,48.3,100.67,Mostly Cloudy,Chennai
6/7/2012 20:00,21.7,9.4,45,11,24.1,100.66,Mostly Cloudy,Mumbai
6/7/2012 21:00,18.6,10.4,59,30,25.0,100.74,Mostly Cloudy,Lucknow
6/7/2012 22:00,16.4,11.6,73,17,25.0,100.74,Rain Showers,Kolkata
6/7/2012 23:00,16.3,12.2,77,17,25.0,100.78,Rain,Mumbai
6/8/2012 0:00,15.9,13.1,83,13,25.0,100.68,Mostly Cloudy,Chennai
6/8/2012 1:00,15.7,12.9,83,7,25.0,100.65,Clear,Ahmedabad
6/8/2012 2:00,15.3,12.9,86,11,25.0,100.6,Clear,Hyderabad
6/8/2012 3:00,14.1,11.7,85,7,25.0,100.56,Mainly Clear,Mumbai
6/8/2012 4:00,13.9,11.0,83,7,24.1,100.58,Mainly Clear,Chennai
6/8/2012 5:00,14.4,11.2,81,7,48.3,100.58,Mainly Clear,Bangalore
6/8/2012 6:00,16.2,11.7,75,17,48.3,100.58,Mostly Cloudy,Delhi
6/8/2012 7:00,16.7,11.3,70,22,48.3,100.56,Mostly Cloudy,Jaipur
6/8/2012 8:00,17.3,11.5,69,22,48.3,100.54,Mostly Cloudy,Delhi
6/8/2012 9:00,17.7,12.6,72,17,24.1,100.53,Cloudy,Ahmedabad
6/8/2012 10:00,18.3,12.7,70,13,24.1,100.53,Cloudy,Lucknow
6/8/2012 11:00,18.6,12.9,69,17,24.1,100.53,Cloudy,Lucknow
6/8/2012 12:00,19.5,13.7,69,17,24.1,100.46,Cloudy,Chennai
6/8/2012 13:00,20.5,14.4,68,20,24.1,100.33,Mostly Cloudy,Kolkata
6/8/2012 14:00,20.2,12.8,62,17,24.1,100.25,Cloudy,Lucknow
6/8/2012 15:00,19.4,12.8,66,20,12.9,100.33,Rain Showers,Hyderabad
6/8/2012 16:00,18.4,13.4,73,4,24.1,100.22,Mostly Cloudy,Hyderabad
6/8/2012 17:00,20.0,14.3,70,7,24.1,100.22,Mostly Cloudy,Bangalore
6/8/2012 18:00,19.0,14.4,75,0,24.1,100.17,Mostly Cloudy,Chennai
6/8/2012 19:00,19.0,12.0,64,15,24.1,100.28,Mainly Clear,Delhi
6/8/2012 20:00,16.0,9.9,67,9,24.1,100.34,Mainly Clear,Pune
6/8/2012 21:00,14.1,8.3,68,9,25.0,100.41,Clear,Ahmedabad
6/8/2012 22:00,13.5,7.8,68,6,25.0,100.48,Clear,Delhi
6/8/2012 23:00,12.0,7.6,74,9,25.0,100.5,Clear,Jaipur
6/9/2012 0:00,12.8,8.0,73,6,25.0,100.51,Clear,Mumbai
6/9/2012 1:00,12.9,8.0,72,0,25.0,100.53,Clear,Lucknow
6/9/2012 2:00,12.2,7.8,74,0,25.0,100.54,Clear,Chennai
6/9/2012 3:00,11.5,7.3,75,0,25.0,100.56,Clear,Delhi
6/9/2012 4:00,10.0,6.9,81,0,25.0,100.6,Mainly Clear,Bangalore
6/9/2012 5:00,11.1,8.0,81,6,48.3,100.68,Mainly Clear,Mumbai
6/9/2012 6:00,14.2,9.4,73,0,48.3,100.71,Mainly Clear,Delhi
6/9/2012 7:00,16.0,9.7,66,6,48.3,100.76,Mainly Clear,Lucknow
6/9/2012 8:00,18.4,8.9,54,4,48.3,100.79,Mainly Clear,Kolkata
6/9/2012 9:00,19.3,7.8,47,0,48.3,100.81,Mainly Clear,Hyderabad
6/9/2012 10:00,21.0,10.1,50,4,48.3,100.78,Mainly Clear,Pune
6/9/2012 11:00,21.2,9.5,47,15,48.3,100.76,Mostly Cloudy,Mumbai
6/9/2012 12:00,22.2,9.2,43,17,48.3,100.73,Cloudy,Delhi
6/9/2012 13:00,23.0,7.6,37,19,48.3,100.71,Cloudy,Ahmedabad
6/9/2012 14:00,23.2,7.2,36,7,48.3,100.68,Mostly Cloudy,Bangalore
6/9/2012 15:00,23.8,5.6,31,20,48.3,100.67,Mainly Clear,Lucknow
6/9/2012 16:00,23.9,6.5,33,17,48.3,100.68,Cloudy,Jaipur
6/9/2012 17:00,23.8,7.2,34,17,48.3,100.69,Cloudy,Delhi
6/9/2012 18:00,23.6,7.1,35,11,48.3,100.73,Mainly Clear,Pune
6/9/2012 19:00,21.8,7.6,40,9,48.3,100.75,Mostly Cloudy,Chennai
6/9/2012 20:00,18.5,8.2,51,6,48.3,100.8,Mainly Clear,Kolkata
6/9/2012 21:00,19.4,6.8,44,6,25.0,100.87,Mainly Clear,Lucknow
6/9/2012 22:00,17.0,6.6,50,4,25.0,100.93,Clear,Jaipur
6/9/2012 23:00,16.9,7.8,55,4,25.0,100.97,Mainly Clear,Lucknow
6/10/2012 0:00,15.8,9.2,65,6,25.0,101.03,Mainly Clear,Bangalore
6/10/2012 1:00,15.6,9.3,66,4,25.0,101.07,Clear,Delhi
6/10/2012 2:00,13.7,9.9,78,0,25.0,101.08,Clear,Lucknow
6/10/2012 3:00,14.3,11.6,84,4,25.0,101.11,Mainly Clear,Ahmedabad
6/10/2012 4:00,12.4,10.3,87,4,25.0,101.15,Clear,Hyderabad
6/10/2012 5:00,13.9,9.1,73,6,48.3,101.24,Mainly Clear,Ahmedabad
6/10/2012 6:00,16.6,9.6,63,0,48.3,101.36,Mainly Clear,Delhi
6/10/2012 7:00,18.0,8.8,55,4,48.3,101.42,Mainly Clear,Pune
6/10/2012 8:00,20.2,9.5,50,6,48.3,101.45,Mainly Clear,Hyderabad
6/10/2012 9:00,21.2,10.3,50,6,48.3,101.45,Mainly Clear,Jaipur
6/10/2012 10:00,23.5,11.8,48,7,48.3,101.42,Mainly Clear,Pune
6/10/2012 11:00,24.6,7.4,33,7,48.3,101.45,Mostly Cloudy,Kolkata
6/10/2012 12:00,25.4,7.8,33,7,48.3,101.41,Mainly Clear,Mumbai
6/10/2012 13:00,25.5,5.8,28,11,48.3,101.38,Mostly Cloudy,Delhi
6/10/2012 14:00,26.5,5.9,27,6,48.3,101.4,Mostly Cloudy,Mumbai
6/10/2012 15:00,26.5,9.2,34,6,48.3,101.42,Mainly Clear,Bangalore
6/10/2012 16:00,26.8,10.7,37,6,48.3,101.41,Mainly Clear,Chennai
6/10/2012 17:00,26.6,10.0,35,6,48.3,101.37,Cloudy,Ahmedabad
6/10/2012 18:00,26.5,9.3,34,15,48.3,101.39,Cloudy,Mumbai
6/10/2012 19:00,26.0,9.0,34,9,48.3,101.47,Mostly Cloudy,Pune
6/10/2012 20:00,25.3,7.5,32,9,48.3,101.47,Mostly Cloudy,Mumbai
6/10/2012 21:00,22.8,8.4,40,7,25.0,101.51,Clear,Chennai
6/10/2012 22:00,22.7,8.9,41,9,25.0,101.5,Mainly Clear,Delhi
6/10/2012 23:00,23.0,8.9,41,11,25.0,101.5,Clear,Ahmedabad
6/11/2012 0:00,21.7,9.0,44,6,25.0,101.49,Clear,Kolkata
6/11/2012 1:00,20.4,9.2,49,0,25.0,101.45,Mainly Clear,Ahmedabad
6/11/2012 2:00,18.9,10.5,58,7,25.0,101.47,Mainly Clear,Kolkata
6/11/2012 3:00,18.5,10.9,61,9,25.0,101.45,Mostly Cloudy,Bangalore
6/11/2012 4:00,18.1,10.7,62,11,24.1,101.47,Mostly Cloudy,Jaipur
6/11/2012 5:00,17.5,11.8,69,11,24.1,101.54,Mainly Clear,Chennai
6/11/2012 6:00,19.5,12.7,65,7,48.3,101.58,Mainly Clear,Kolkata
6/11/2012 7:00,19.4,13.8,70,11,48.3,101.63,Mostly Cloudy,Delhi
6/11/2012 8:00,20.2,14.5,70,9,48.3,101.64,Mostly Cloudy,Ahmedabad
6/11/2012 9:00,22.4,15.6,65,7,24.1,101.63,Mostly Cloudy,Chennai
6/11/2012 10:00,24.8,16.3,59,4,24.1,101.58,Mostly Cloudy,Chennai
6/11/2012 11:00,26.6,17.2,56,4,24.1,101.54,Mostly Cloudy,Kolkata
6/11/2012 12:00,27.3,17.5,55,7,24.1,101.47,Mostly Cloudy,Delhi
6/11/2012 13:00,28.7,18.3,53,15,24.1,101.4,Cloudy,Delhi
6/11/2012 14:00,29.4,18.3,51,17,48.3,101.32,Mainly Clear,Pune
6/11/2012 15:00,30.1,18.4,50,17,48.3,101.27,Mainly Clear,Delhi
6/11/2012 16:00,29.6,17.4,48,22,48.3,101.2,Mainly Clear,Chennai
6/11/2012 17:00,29.1,18.0,51,22,48.3,101.16,Mainly Clear,Jaipur
6/11/2012 18:00,28.2,18.1,54,19,48.3,101.16,Mainly Clear,Mumbai
6/11/2012 19:00,27.1,17.6,56,19,48.3,101.11,Mostly Cloudy,Jaipur
6/11/2012 20:00,25.9,16.7,57,20,24.1,101.09,Cloudy,Jaipur
6/11/2012 21:00,25.3,16.6,59,20,25.0,101.09,Mostly Cloudy,Kolkata
6/11/2012 22:00,24.7,16.6,61,22,25.0,101.08,Mostly Cloudy,Kolkata
6/11/2012 23:00,23.8,16.5,64,17,25.0,101.09,Mostly Cloudy,Mumbai
6/12/2012 0:00,22.7,16.3,67,19,25.0,101.08,Mostly Cloudy,Hyderabad
6/12/2012 1:00,21.7,15.5,68,17,25.0,101.07,Mostly Cloudy,Chennai
6/12/2012 2:00,20.9,15.0,69,19,25.0,101.04,Mainly Clear,Bangalore
6/12/2012 3:00,20.2,14.3,69,17,25.0,101.0,Mostly Cloudy,Jaipur
6/12/2012 4:00,19.5,13.4,68,19,24.1,101.0,Mostly Cloudy,Lucknow
6/12/2012 5:00,19.3,13.1,67,17,24.1,101.01,Mostly Cloudy,Mumbai
6/12/2012 6:00,19.5,13.2,67,15,24.1,100.98,Mostly Cloudy,Jaipur
6/12/2012 7:00,21.1,14.1,64,22,24.1,100.95,Mostly Cloudy,Lucknow
6/12/2012 8:00,21.8,14.4,63,19,24.1,100.92,Cloudy,Pune
6/12/2012 9:00,22.8,14.9,61,19,24.1,100.86,Cloudy,Hyderabad
6/12/2012 10:00,23.9,15.5,59,15,24.1,100.8,Mostly Cloudy,Ahmedabad
6/12/2012 11:00,24.7,15.5,57,24,24.1,100.74,Cloudy,Lucknow
6/12/2012 12:00,24.4,15.8,59,17,16.1,100.71,Rain Showers,Hyderabad
6/12/2012 13:00,19.8,16.7,82,19,6.4,100.73,Rain Showers,Delhi
6/12/2012 14:00,19.0,17.3,90,19,6.4,100.71,"Rain,Fog",Kolkata
6/12/2012 15:00,19.1,17.3,89,15,6.4,100.67,"Rain,Fog",Kolkata
6/12/2012 16:00,18.4,16.7,90,22,8.0,100.6,"Rain,Fog",Delhi
6/12/2012 17:00,18.2,16.3,89,20,12.9,100.57,Rain,Hyderabad
6/12/2012 18:00,18.2,16.3,89,20,9.7,100.55,"Rain,Fog",Ahmedabad
6/12/2012 19:00,17.9,16.1,89,20,11.3,100.52,Rain,Pune
6/12/2012 20:00,18.5,16.2,86,19,19.3,100.47,Cloudy,Hyderabad
6/12/2012 21:00,18.4,16.1,86,19,25.0,100.46,Cloudy,Chennai
6/12/2012 22:00,18.6,16.1,85,17,25.0,100.45,Cloudy,Kolkata
6/12/2012 23:00,18.6,16.1,85,13,25.0,100.44,Mostly Cloudy,Ahmedabad
6/13/2012 0:00,18.5,16.1,86,11,25.0,100.46,Mostly Cloudy,Jaipur
6/13/2012 1:00,19.6,16.6,83,15,25.0,100.44,Cloudy,Mumbai
6/13/2012 2:00,19.6,16.5,82,19,25.0,100.4,Cloudy,Bangalore
6/13/2012 3:00,19.3,16.4,83,22,25.0,100.46,Cloudy,Ahmedabad
6/13/2012 4:00,18.7,15.6,82,22,24.1,100.54,Mostly Cloudy,Kolkata
6/13/2012 5:00,17.2,13.9,81,22,24.1,100.62,Mainly Clear,Pune
6/13/2012 6:00,17.7,14.1,79,22,24.1,100.75,Mainly Clear,Hyderabad
6/13/2012 7:00,18.1,14.1,77,20,24.1,100.86,Mostly Cloudy,Mumbai
6/13/2012 8:00,17.9,12.6,71,32,24.1,100.96,Mostly Cloudy,Mumbai
6/13/2012 9:00,17.0,11.7,71,24,24.1,101.09,Mostly Cloudy,Mumbai
6/13/2012 10:00,17.9,11.0,64,19,24.1,101.18,Mostly Cloudy,Pune
6/13/2012 11:00,19.5,11.6,60,13,24.1,101.28,Mainly Clear,Pune
6/13/2012 12:00,19.6,10.6,56,13,48.3,101.3,Mainly Clear,Mumbai
6/13/2012 13:00,20.4,10.6,53,15,48.3,101.32,Mainly Clear,Chennai
6/13/2012 14:00,20.7,9.8,50,9,48.3,101.36,Mainly Clear,Kolkata
6/13/2012 15:00,21.9,10.7,49,17,48.3,101.39,Mainly Clear,Pune
6/13/2012 16:00,21.8,9.3,45,17,48.3,101.42,Mainly Clear,Hyderabad
6/13/2012 17:00,22.2,9.8,45,19,48.3,101.44,Mainly Clear,Jaipur
6/13/2012 18:00,21.6,9.8,47,20,48.3,101.48,Mainly Clear,Kolkata
6/13/2012 19:00,20.0,8.5,47,17,48.3,101.57,Clear,Jaipur
6/13/2012 20:00,17.6,8.0,53,11,48.3,101.62,Clear,Chennai
6/13/2012 21:00,15.1,8.1,63,7,25.0,101.7,Clear,Chennai
6/13/2012 22:00,14.6,7.9,64,11,25.0,101.74,Clear,Lucknow
6/13/2012 23:00,15.2,6.2,55,11,25.0,101.79,Clear,Hyderabad
6/14/2012 0:00,14.5,5.4,54,11,25.0,101.85,Clear,Chennai
6/14/2012 1:00,13.4,5.2,58,9,25.0,101.88,Clear,Chennai
6/14/2012 2:00,13.0,5.4,60,9,25.0,101.93,Clear,Hyderabad
6/14/2012 3:00,12.3,5.3,62,13,25.0,101.96,Clear,Jaipur
6/14/2012 4:00,12.4,4.9,60,15,48.3,102.04,Clear,Kolkata
6/14/2012 5:00,12.4,5.7,64,9,48.3,102.14,Clear,Pune
6/14/2012 6:00,14.7,6.3,57,9,48.3,102.2,Clear,Hyderabad
6/14/2012 7:00,16.5,7.5,55,13,48.3,102.28,Clear,Kolkata
6/14/2012 8:00,18.5,7.9,50,11,48.3,102.33,Clear,Lucknow
6/14/2012 9:00,20.0,5.5,39,19,48.3,102.32,Clear,Chennai
6/14/2012 10:00,20.0,3.8,34,17,48.3,102.31,Clear,Chennai
6/14/2012 11:00,21.2,6.5,38,9,48.3,102.27,Clear,Ahmedabad
6/14/2012 12:00,21.3,4.7,34,24,48.3,102.26,Clear,Chennai
6/14/2012 13:00,22.2,5.5,34,19,48.3,102.22,Clear,Hyderabad
6/14/2012 14:00,22.4,5.5,33,15,48.3,102.17,Clear,Mumbai
6/14/2012 15:00,22.9,6.7,35,11,48.3,102.12,Clear,Lucknow
6/14/2012 16:00,22.5,6.9,36,7,48.3,102.15,Clear,Mumbai
6/14/2012 17:00,22.9,6.9,36,15,48.3,102.17,Clear,Ahmedabad
6/14/2012 18:00,22.7,7.5,38,17,48.3,102.16,Clear,Pune
6/14/2012 19:00,22.5,6.5,36,13,48.3,102.17,Clear,Hyderabad
6/14/2012 20:00,21.7,5.7,35,15,48.3,102.16,Clear,Chennai
6/14/2012 21:00,21.0,6.0,38,11,25.0,102.16,Clear,Delhi
6/14/2012 22:00,20.2,6.0,39,9,25.0,102.2,Clear,Pune
6/14/2012 23:00,19.6,5.8,40,6,25.0,102.21,Clear,Lucknow
6/15/2012 0:00,18.9,5.5,41,6,25.0,102.18,Clear,Mumbai
6/15/2012 1:00,17.1,6.1,48,6,25.0,102.17,Clear,Hyderabad
6/15/2012 2:00,14.2,7.9,66,13,25.0,102.19,Clear,Delhi
6/15/2012 3:00,13.8,9.1,73,13,25.0,102.17,Clear,Chennai
6/15/2012 4:00,13.0,9.0,77,15,24.1,102.19,Clear,Delhi
6/15/2012 5:00,13.3,8.9,75,15,48.3,102.27,Clear,Lucknow
6/15/2012 6:00,15.6,8.5,63,17,48.3,102.32,Clear,Jaipur
6/15/2012 7:00,16.8,8.8,59,19,48.3,102.38,Clear,Ahmedabad
6/15/2012 8:00,18.6,9.5,55,17,48.3,102.4,Mainly Clear,Chennai
6/15/2012 9:00,20.3,7.9,45,17,48.3,102.39,Mainly Clear,Delhi
6/15/2012 10:00,21.4,6.3,37,13,48.3,102.37,Mostly Cloudy,Pune
6/15/2012 11:00,22.2,7.9,40,15,48.3,102.35,Mostly Cloudy,Pune
6/15/2012 12:00,23.5,7.0,35,11,48.3,102.3,Mainly Clear,Pune
6/15/2012 13:00,24.4,6.7,32,15,48.3,102.22,Mostly Cloudy,Bangalore
6/15/2012 14:00,24.3,5.6,30,11,48.3,102.17,Cloudy,Chennai
6/15/2012 15:00,24.9,5.7,29,17,48.3,102.13,Cloudy,Lucknow
6/15/2012 16:00,25.0,5.1,28,15,48.3,102.08,Cloudy,Jaipur
6/15/2012 17:00,24.8,5.3,28,11,48.3,102.06,Cloudy,Chennai
6/15/2012 18:00,24.5,6.0,30,9,48.3,102.08,Cloudy,Kolkata
6/15/2012 19:00,23.2,8.8,40,15,48.3,102.07,Cloudy,Bangalore
6/15/2012 20:00,22.0,8.7,43,15,48.3,102.06,Mostly Cloudy,Bangalore
6/15/2012 21:00,22.1,7.8,40,11,25.0,102.06,Mainly Clear,Lucknow
6/15/2012 22:00,21.3,8.6,44,13,25.0,102.06,Mainly Clear,Jaipur
6/15/2012 23:00,20.1,9.5,50,11,25.0,102.06,Clear,Chennai
6/16/2012 0:00,17.5,9.9,61,9,25.0,102.05,Clear,Delhi
6/16/2012 1:00,16.1,10.4,69,11,25.0,102.02,Mainly Clear,Lucknow
6/16/2012 2:00,15.3,10.3,72,13,25.0,102.03,Clear,Mumbai
6/16/2012 3:00,14.7,9.6,71,17,25.0,102.03,Mainly Clear,Delhi
6/16/2012 4:00,13.8,8.8,72,19,25.0,102.11,Mainly Clear,Mumbai
6/16/2012 5:00,13.9,8.5,70,13,24.1,102.16,Mostly Cloudy,Lucknow
6/16/2012 6:00,15.2,8.8,66,17,24.1,102.18,Mostly Cloudy,Kolkata
6/16/2012 7:00,16.2,9.3,64,15,48.3,102.25,Mostly Cloudy,Delhi
6/16/2012 8:00,17.4,9.5,60,9,48.3,102.23,Mostly Cloudy,Pune
6/16/2012 9:00,18.9,10.7,59,11,48.3,102.2,Cloudy,Chennai
6/16/2012 10:00,21.6,12.0,54,4,48.3,102.15,Cloudy,Jaipur
6/16/2012 11:00,21.9,11.6,52,6,48.3,102.1,Cloudy,Hyderabad
6/16/2012 12:00,23.8,13.1,51,6,48.3,102.04,Mostly Cloudy,Chennai
6/16/2012 13:00,24.6,12.5,47,9,48.3,101.96,Cloudy,Kolkata
6/16/2012 14:00,24.9,13.5,49,6,48.3,101.91,Mostly Cloudy,Bangalore
6/16/2012 15:00,26.0,13.6,46,6,48.3,101.84,Mostly Cloudy,Ahmedabad
6/16/2012 16:00,26.5,11.0,38,7,48.3,101.77,Mostly Cloudy,Ahmedabad
6/16/2012 17:00,26.5,11.3,39,4,48.3,101.73,Mostly Cloudy,Ahmedabad
6/16/2012 18:00,26.2,12.1,41,6,48.3,101.71,Mainly Clear,Kolkata
6/16/2012 19:00,25.0,13.0,47,7,48.3,101.66,Mainly Clear,Mumbai
6/16/2012 20:00,23.1,11.8,49,4,48.3,101.62,Mainly Clear,Ahmedabad
6/16/2012 21:00,20.8,12.3,58,0,25.0,101.6,Clear,Hyderabad
6/16/2012 22:00,21.5,11.9,54,9,25.0,101.6,Mainly Clear,Lucknow
6/16/2012 23:00,20.9,12.9,60,0,25.0,101.58,Mainly Clear,Chennai
6/17/2012 0:00,19.3,12.6,65,0,25.0,101.55,Mainly Clear,Delhi
6/17/2012 1:00,19.8,13.7,68,7,25.0,101.52,Mainly Clear,Jaipur
6/17/2012 2:00,18.6,13.5,72,11,25.0,101.48,Mainly Clear,Pune
6/17/2012 3:00,18.4,13.7,74,13,25.0,101.45,Clear,Delhi
6/17/2012 4:00,17.4,13.4,77,9,24.1,101.46,Mainly Clear,Jaipur
6/17/2012 5:00,17.3,13.7,79,6,48.3,101.47,Mainly Clear,Delhi
6/17/2012 6:00,18.9,14.1,74,9,48.3,101.51,Mainly Clear,Mumbai
6/17/2012 7:00,20.2,14.4,69,11,48.3,101.52,Mainly Clear,Pune
6/17/2012 8:00,22.2,15.1,64,9,48.3,101.5,Mainly Clear,Chennai
6/17/2012 9:00,23.4,15.3,60,9,48.3,101.47,Mainly Clear,Jaipur
6/17/2012 10:00,25.0,16.1,58,9,48.3,101.43,Mainly Clear,Pune
6/17/2012 11:00,25.7,16.3,56,9,48.3,101.39,Cloudy,Kolkata
6/17/2012 12:00,26.0,16.3,55,6,48.3,101.33,Cloudy,Kolkata
6/17/2012 13:00,26.6,16.7,55,11,48.3,101.23,Mostly Cloudy,Jaipur
6/17/2012 14:00,26.1,16.5,55,17,48.3,101.17,Cloudy,Chennai
6/17/2012 15:00,27.0,16.8,54,17,48.3,101.1,Cloudy,Kolkata
6/17/2012 16:00,27.4,16.3,51,20,48.3,101.02,Cloudy,Lucknow
6/17/2012 17:00,26.2,14.7,49,19,48.3,100.97,Cloudy,Hyderabad
6/17/2012 18:00,26.0,15.9,54,17,48.3,100.92,Cloudy,Ahmedabad
6/17/2012 19:00,25.5,16.4,57,17,48.3,100.91,Cloudy,Delhi
6/17/2012 20:00,24.5,15.1,56,15,48.3,100.95,Cloudy,Ahmedabad
6/17/2012 21:00,24.1,14.1,54,19,25.0,100.99,Mostly Cloudy,Lucknow
6/17/2012 22:00,23.4,13.8,55,22,25.0,101.0,Mostly Cloudy,Mumbai
6/17/2012 23:00,23.2,13.7,55,13,25.0,101.03,Mostly Cloudy,Mumbai
6/18/2012 0:00,21.7,13.4,59,15,25.0,101.04,Mainly Clear,Lucknow
6/18/2012 1:00,20.5,13.4,64,13,25.0,101.07,Mainly Clear,Kolkata
6/18/2012 2:00,19.7,13.5,67,19,25.0,101.08,Mainly Clear,Lucknow
6/18/2012 3:00,19.3,13.4,69,17,25.0,101.06,Mainly Clear,Mumbai
6/18/2012 4:00,18.4,13.3,72,17,25.0,101.1,Mainly Clear,Jaipur
6/18/2012 5:00,17.9,13.2,74,19,24.1,101.12,Mostly Cloudy,Lucknow
6/18/2012 6:00,18.2,13.3,73,20,24.1,101.14,Mostly Cloudy,Jaipur
6/18/2012 7:00,19.3,13.4,69,17,48.3,101.16,Mostly Cloudy,Jaipur
6/18/2012 8:00,20.6,14.0,66,17,48.3,101.17,Mostly Cloudy,Kolkata
6/18/2012 9:00,22.0,14.4,62,17,48.3,101.15,Mostly Cloudy,Ahmedabad
6/18/2012 10:00,22.6,14.2,59,19,48.3,101.15,Mostly Cloudy,Kolkata
6/18/2012 11:00,24.0,14.9,57,19,24.1,101.14,Mostly Cloudy,Kolkata
6/18/2012 12:00,25.3,14.8,52,19,24.1,101.13,Mostly Cloudy,Mumbai
6/18/2012 13:00,25.3,14.2,50,20,24.1,101.06,Mostly Cloudy,Ahmedabad
